SECTION_HORIZON
# The horizon length in days:
77

SECTION_SHIFTS
# ShiftID, Length in mins, Shifts which cannot follow this shift | separated
DS,25.0,
WRM,25.0,WRM
BS,20.0,DS|WRM|BS
FS,25.0,DS
OC,25.0,DS|WRM|BS|WOC|WDS|OC|FS
WDS,30.0,OC
WOC,30.0,DS|WRM|BS|OC
FBS,20.0,
FOC,25.0,
SOC,25.0,
EOC,25.0,
SEOC,25.0,
SFOC,25.0,
CA,20.0,
MI,25.0,
WFS,33.0,

SECTION_STAFF
# ID, MaxShifts, MaxTotalMinutes, MinTotalMinutes, MaxConsecutiveShifts, MinConsecutiveShifts, MinConsecutiveDaysOff, MaxWeekends
BR,OC=2|BS=2|DS=6|WRM=6|FS=6,405,0,3,1,1,3
NC,OC=4|BS=4|DS=8|WRM=8|FS=8,564,0,3,1,1,3
LJ,OC=2|BS=2|DS=5|WRM=5|FS=5,371,0,3,1,1,3
MC,OC=3|BS=3|DS=6|WRM=6|FS=6,420,0,3,1,1,3
JT,OC=4|BS=4|DS=8|WRM=8|FS=8,504,0,3,1,1,3
SP,OC=4|BS=4|DS=8|WRM=8|FS=8,608,0,3,1,1,3
KS,OC=3|BS=3|DS=7|WRM=7|FS=7,589,0,3,1,1,3
RK,OC=3|BS=3|DS=7|WRM=7|FS=7,600,0,3,1,1,3
MCW,OC=4|BS=4|DS=8|WRM=8|FS=8,588,0,3,1,1,3
JH,OC=2|BS=2|DS=5|WRM=5|FS=5,400,0,3,1,1,3
FD,OC=2|BS=2|DS=6|WRM=6|FS=6,500,0,3,1,1,3
CS,OC=2|BS=2|DS=6|WRM=6|FS=6,450,0,3,1,1,3
EP,OC=3|BS=3|DS=7|WRM=7|FS=7,546,0,3,1,1,3
RA,OC=1|BS=1|DS=4|WRM=4|FS=4,220,0,3,1,1,3
KJ,OC=4|BS=4|DS=8|WRM=8|FS=8,608,0,3,1,1,3
RR,OC=3|BS=3|DS=7|WRM=7|FS=7,602,0,3,1,1,3

SECTION_DAYS_OFF
# EmployeeID, DayIndexes (start at zero)
BR,0,1,2,3,4,5,6,7,12,13,14,19,20,21,26,27,28,31,35,37,38,39,40,41,42,43,44,45,46,47,48,49,54,55,56,61,62,63,68,69,70,75,76
NC,0,2,3,4,5,6,8,10,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31,33,34,36,38,40,41,43,45,47,48,50,52,54,55,57,59,61,62,64,66,68,69,71,73,75,76
LJ,2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19,20,23,24,25,26,27,30,31,32,33,34,37,38,39,40,41,44,45,46,47,48,51,52,53,54,55,58,59,60,61,62,65,66,67,68,69,70,71,72,73,74,75,76
MC,0,1,2,3,5,6,7,12,13,14,15,16,17,18,19,20,21,26,27,28,33,34,35,40,41,42,46,49,51,52,53,54,55,56,60,61,62,63,68,69,70,71,72,73,74,75,76
JT,0,1,2,3,7,8,9,10,11,12,13,14,15,16,17,18,19,20,26,27,29,33,34,35,36,37,38,39,40,41,43,45,47,48,53,54,55,57,61,62,64,67,70,71,72,73,74,75,76
SP,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,25,26,27,31,35,36,37,38,39,40,41,46,47,48,53,54,55,59,63,64,65,66,67,68,69,70,71,72,73,74,75,76
KS,2,3,4,5,6,9,11,12,13,14,15,16,17,18,19,20,23,25,26,27,30,32,33,34,37,39,40,41,42,43,44,46,47,48,51,52,56,58,59,60,61,62,65,67,68,69,72,74,75,76
RK,2,5,6,9,12,13,16,17,21,22,23,24,25,26,27,28,29,30,31,32,33,34,37,40,41,44,47,48,51,54,55,58,59,63,65,66,67,68,69,72,75,76
MCW,0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,19,20,24,28,29,30,31,32,33,34,38,39,40,41,42,43,44,47,48,52,56,58,59,60,61,62,66,67,68,69,75,76
JH,0,3,4,5,6,7,8,9,10,11,12,13,14,17,18,19,20,21,24,25,26,27,28,31,32,33,34,35,38,39,40,41,42,45,46,47,48,49,52,53,54,55,56,59,60,61,62,63,66,67,68,69,70,73,74,75,76
FD,1,2,5,6,8,9,12,13,15,16,21,22,23,24,25,26,27,29,30,33,34,36,37,40,41,42,43,44,45,46,47,48,50,51,54,55,57,58,61,62,64,65,71,72,75,76
CS,0,2,4,5,6,7,8,9,10,11,12,13,14,16,19,20,21,22,23,24,25,26,27,28,30,33,34,35,37,38,42,43,44,45,46,47,48,49,51,54,55,56,58,59,60,61,62,63,64,65,66,67,68,69,70,72,75,76
EP,2,3,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,33,34,36,37,40,41,47,48,54,55,61,62,68,69,75,76
RA,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
KJ,3,5,6,7,8,9,10,11,12,13,17,19,20,24,28,29,30,31,32,33,34,36,37,38,39,40,41,45,47,48,52,53,54,55,56,57,58,59,60,61,62,66,68,69,73
RR,5,6,10,14,15,16,17,18,19,20,21,22,23,24,25,26,27,33,34,38,42,43,44,45,49,50,51,52,53,54,55,60,61,62,63,68,69,75,76

SECTION_SHIFT_ON_REQUESTS
# EmployeeID, Day, ShiftID, Weight
33,WFS,0,100,100
34,DS,0,100,100
34,WRM,0,100,100
34,BS,0,100,100
34,FS,0,100,100
34,OC,0,100,100
34,WDS,1,100,100
34,WOC,1,100,100
34,FBS,0,100,100
34,FOC,0,100,100
34,SOC,0,100,100
34,EOC,0,100,100
34,SEOC,0,100,100
34,SFOC,0,100,100
34,CA,0,100,100
34,MI,0,100,100
34,WFS,0,100,100
35,DS,1,100,100
35,WRM,1,100,100
35,BS,1,100,100
35,FS,1,100,100
35,OC,1,100,100
35,WDS,0,100,100
35,WOC,0,100,100
35,FBS,0,100,100
35,FOC,0,100,100
35,SOC,0,100,100
35,EOC,0,100,100
35,SEOC,0,100,100
35,SFOC,0,100,100
35,CA,0,100,100
35,MI,0,100,100
35,WFS,0,100,100
36,DS,1,100,100
36,WRM,1,100,100
36,BS,1,100,100
36,FS,1,100,100
36,OC,1,100,100
36,WDS,0,100,100
36,WOC,0,100,100
36,FBS,0,100,100
36,FOC,0,100,100
36,SOC,0,100,100
36,EOC,0,100,100
36,SEOC,0,100,100
36,SFOC,0,100,100
36,CA,0,100,100
36,MI,0,100,100
36,WFS,0,100,100
37,DS,1,100,100
37,WRM,1,100,100
37,BS,1,100,100
37,FS,1,100,100
37,OC,1,100,100
37,WDS,0,100,100
37,WOC,0,100,100
37,FBS,0,100,100
37,FOC,0,100,100
37,SOC,0,100,100
37,EOC,0,100,100
37,SEOC,0,100,100
37,SFOC,0,100,100
37,CA,0,100,100
37,MI,0,100,100
37,WFS,0,100,100
38,DS,1,100,100
38,WRM,1,100,100
38,BS,1,100,100
38,FS,1,100,100
38,OC,1,100,100
38,WDS,0,100,100
38,WOC,0,100,100
38,FBS,0,100,100
38,FOC,0,100,100
38,SOC,0,100,100
38,EOC,0,100,100
38,SEOC,0,100,100
38,SFOC,0,100,100
38,CA,0,100,100
38,MI,0,100,100
38,WFS,0,100,100
39,DS,1,100,100
39,WRM,1,100,100
39,BS,0,100,100
39,FS,1,100,100
39,OC,0,100,100
39,WDS,0,100,100
39,WOC,0,100,100
39,FBS,1,100,100
39,FOC,1,100,100
39,SOC,0,100,100
39,EOC,0,100,100
39,SEOC,0,100,100
39,SFOC,0,100,100
39,CA,0,100,100
39,MI,0,100,100
39,WFS,0,100,100
40,DS,0,100,100
40,WRM,0,100,100
40,BS,0,100,100
40,FS,0,100,100
40,OC,0,100,100
40,WDS,1,100,100
40,WOC,1,100,100
40,FBS,0,100,100
40,FOC,0,100,100
40,SOC,0,100,100
40,EOC,0,100,100
40,SEOC,0,100,100
40,SFOC,0,100,100
40,CA,0,100,100
40,MI,0,100,100
40,WFS,0,100,100
41,DS,0,100,100
41,WRM,0,100,100
41,BS,0,100,100
41,FS,0,100,100
41,OC,0,100,100
41,WDS,1,100,100
41,WOC,1,100,100
41,FBS,0,100,100
41,FOC,0,100,100
41,SOC,0,100,100
41,EOC,0,100,100
41,SEOC,0,100,100
41,SFOC,0,100,100
41,CA,0,100,100
41,MI,0,100,100
41,WFS,0,100,100
42,DS,1,100,100
42,WRM,1,100,100
42,BS,1,100,100
42,FS,1,100,100
42,OC,1,100,100
42,WDS,0,100,100
42,WOC,0,100,100
42,FBS,0,100,100
42,FOC,0,100,100
42,SOC,0,100,100
42,EOC,0,100,100
42,SEOC,0,100,100
42,SFOC,0,100,100
42,CA,0,100,100
42,MI,0,100,100
42,WFS,0,100,100
43,DS,1,100,100
43,WRM,1,100,100
43,BS,1,100,100
43,FS,1,100,100
43,OC,1,100,100
43,WDS,0,100,100
43,WOC,0,100,100
43,FBS,0,100,100
43,FOC,0,100,100
43,SOC,0,100,100
43,EOC,0,100,100
43,SEOC,0,100,100
43,SFOC,0,100,100
43,CA,0,100,100
43,MI,0,100,100
43,WFS,0,100,100
44,DS,1,100,100
44,WRM,1,100,100
44,BS,1,100,100
44,FS,1,100,100
44,OC,1,100,100
44,WDS,0,100,100
44,WOC,0,100,100
44,FBS,0,100,100
44,FOC,0,100,100
44,SOC,0,100,100
44,EOC,0,100,100
44,SEOC,0,100,100
44,SFOC,0,100,100
44,CA,0,100,100
44,MI,0,100,100
44,WFS,0,100,100
45,DS,1,100,100
45,WRM,1,100,100
45,BS,1,100,100
45,FS,1,100,100
45,OC,1,100,100
45,WDS,0,100,100
45,WOC,0,100,100
45,FBS,0,100,100
45,FOC,0,100,100
45,SOC,0,100,100
45,EOC,0,100,100
45,SEOC,0,100,100
45,SFOC,0,100,100
45,CA,0,100,100
45,MI,0,100,100
45,WFS,0,100,100
46,DS,1,100,100
46,WRM,1,100,100
46,BS,0,100,100
46,FS,1,100,100
46,OC,0,100,100
46,WDS,0,100,100
46,WOC,0,100,100
46,FBS,1,100,100
46,FOC,1,100,100
46,SOC,0,100,100
46,EOC,0,100,100
46,SEOC,0,100,100
46,SFOC,0,100,100
46,CA,0,100,100
46,MI,0,100,100
46,WFS,0,100,100
47,DS,0,100,100
47,WRM,0,100,100
47,BS,0,100,100
47,FS,0,100,100
47,OC,0,100,100
47,WDS,1,100,100
47,WOC,1,100,100
47,FBS,0,100,100
47,FOC,0,100,100
47,SOC,0,100,100
47,EOC,0,100,100
47,SEOC,0,100,100
47,SFOC,0,100,100
47,CA,0,100,100
47,MI,0,100,100
47,WFS,0,100,100
48,DS,0,100,100
48,WRM,0,100,100
48,BS,0,100,100
48,FS,0,100,100
48,OC,0,100,100
48,WDS,1,100,100
48,WOC,1,100,100
48,FBS,0,100,100
48,FOC,0,100,100
48,SOC,0,100,100
48,EOC,0,100,100
48,SEOC,0,100,100
48,SFOC,0,100,100
48,CA,0,100,100
48,MI,0,100,100
48,WFS,0,100,100
49,DS,1,100,100
49,WRM,1,100,100
49,BS,1,100,100
49,FS,1,100,100
49,OC,1,100,100
49,WDS,0,100,100
49,WOC,0,100,100
49,FBS,0,100,100
49,FOC,0,100,100
49,SOC,0,100,100
49,EOC,0,100,100
49,SEOC,0,100,100
49,SFOC,0,100,100
49,CA,0,100,100
49,MI,0,100,100
49,WFS,0,100,100
50,DS,1,100,100
50,WRM,1,100,100
50,BS,1,100,100
50,FS,1,100,100
50,OC,1,100,100
50,WDS,0,100,100
50,WOC,0,100,100
50,FBS,0,100,100
50,FOC,0,100,100
50,SOC,0,100,100
50,EOC,0,100,100
50,SEOC,0,100,100
50,SFOC,0,100,100
50,CA,0,100,100
50,MI,0,100,100
50,WFS,0,100,100
51,DS,1,100,100
51,WRM,1,100,100
51,BS,1,100,100
51,FS,1,100,100
51,OC,1,100,100
51,WDS,0,100,100
51,WOC,0,100,100
51,FBS,0,100,100
51,FOC,0,100,100
51,SOC,0,100,100
51,EOC,0,100,100
51,SEOC,0,100,100
51,SFOC,0,100,100
51,CA,0,100,100
51,MI,0,100,100
51,WFS,0,100,100
52,DS,1,100,100
52,WRM,1,100,100
52,BS,1,100,100
52,FS,1,100,100
52,OC,1,100,100
52,WDS,0,100,100
52,WOC,0,100,100
52,FBS,0,100,100
52,FOC,0,100,100
52,SOC,0,100,100
52,EOC,0,100,100
52,SEOC,0,100,100
52,SFOC,0,100,100
52,CA,0,100,100
52,MI,0,100,100
52,WFS,0,100,100
53,DS,1,100,100
53,WRM,1,100,100
53,BS,0,100,100
53,FS,1,100,100
53,OC,0,100,100
53,WDS,0,100,100
53,WOC,0,100,100
53,FBS,1,100,100
53,FOC,1,100,100
53,SOC,0,100,100
53,EOC,0,100,100
53,SEOC,0,100,100
53,SFOC,0,100,100
53,CA,0,100,100
53,MI,0,100,100
53,WFS,0,100,100
54,DS,0,100,100
54,WRM,0,100,100
54,BS,0,100,100
54,FS,0,100,100
54,OC,0,100,100
54,WDS,1,100,100
54,WOC,1,100,100
54,FBS,0,100,100
54,FOC,0,100,100
54,SOC,0,100,100
54,EOC,0,100,100
54,SEOC,0,100,100
54,SFOC,0,100,100
54,CA,0,100,100
54,MI,0,100,100
54,WFS,0,100,100
55,DS,0,100,100
55,WRM,0,100,100
55,BS,0,100,100
55,FS,0,100,100
55,OC,0,100,100
55,WDS,1,100,100
55,WOC,1,100,100
55,FBS,0,100,100
55,FOC,0,100,100
55,SOC,0,100,100
55,EOC,0,100,100
55,SEOC,0,100,100
55,SFOC,0,100,100
55,CA,0,100,100
55,MI,0,100,100
55,WFS,0,100,100
56,DS,1,100,100
56,WRM,1,100,100
56,BS,1,100,100
56,FS,1,100,100
56,OC,1,100,100
56,WDS,0,100,100
56,WOC,0,100,100
56,FBS,0,100,100
56,FOC,0,100,100
56,SOC,0,100,100
56,EOC,0,100,100
56,SEOC,0,100,100
56,SFOC,0,100,100
56,CA,0,100,100
56,MI,0,100,100
56,WFS,0,100,100
57,DS,1,100,100
57,WRM,1,100,100
57,BS,1,100,100
57,FS,1,100,100
57,OC,1,100,100
57,WDS,0,100,100
57,WOC,0,100,100
57,FBS,0,100,100
57,FOC,0,100,100
57,SOC,0,100,100
57,EOC,0,100,100
57,SEOC,0,100,100
57,SFOC,0,100,100
57,CA,0,100,100
57,MI,0,100,100
57,WFS,0,100,100
58,DS,1,100,100
58,WRM,1,100,100
58,BS,1,100,100
58,FS,1,100,100
58,OC,1,100,100
58,WDS,0,100,100
58,WOC,0,100,100
58,FBS,0,100,100
58,FOC,0,100,100
58,SOC,0,100,100
58,EOC,0,100,100
58,SEOC,0,100,100
58,SFOC,0,100,100
58,CA,0,100,100
58,MI,0,100,100
58,WFS,0,100,100
59,DS,1,100,100
59,WRM,1,100,100
59,BS,1,100,100
59,FS,1,100,100
59,OC,1,100,100
59,WDS,0,100,100
59,WOC,0,100,100
59,FBS,0,100,100
59,FOC,0,100,100
59,SOC,0,100,100
59,EOC,0,100,100
59,SEOC,0,100,100
59,SFOC,0,100,100
59,CA,0,100,100
59,MI,0,100,100
59,WFS,0,100,100
60,DS,1,100,100
60,WRM,1,100,100
60,BS,0,100,100
60,FS,1,100,100
60,OC,0,100,100
60,WDS,0,100,100
60,WOC,0,100,100
60,FBS,1,100,100
60,FOC,1,100,100
60,SOC,0,100,100
60,EOC,0,100,100
60,SEOC,0,100,100
60,SFOC,0,100,100
60,CA,0,100,100
60,MI,0,100,100
60,WFS,0,100,100
61,DS,0,100,100
61,WRM,0,100,100
61,BS,0,100,100
61,FS,0,100,100
61,OC,0,100,100
61,WDS,1,100,100
61,WOC,1,100,100
61,FBS,0,100,100
61,FOC,0,100,100
61,SOC,0,100,100
61,EOC,0,100,100
61,SEOC,0,100,100
61,SFOC,0,100,100
61,CA,0,100,100
61,MI,0,100,100
61,WFS,0,100,100
62,DS,0,100,100
62,WRM,0,100,100
62,BS,0,100,100
62,FS,0,100,100
62,OC,0,100,100
62,WDS,1,100,100
62,WOC,1,100,100
62,FBS,0,100,100
62,FOC,0,100,100
62,SOC,0,100,100
62,EOC,0,100,100
62,SEOC,0,100,100
62,SFOC,0,100,100
62,CA,0,100,100
62,MI,0,100,100
62,WFS,0,100,100
63,DS,1,100,100
63,WRM,1,100,100
63,BS,1,100,100
63,FS,1,100,100
63,OC,1,100,100
63,WDS,0,100,100
63,WOC,0,100,100
63,FBS,0,100,100
63,FOC,0,100,100
63,SOC,0,100,100
63,EOC,0,100,100
63,SEOC,0,100,100
63,SFOC,0,100,100
63,CA,0,100,100
63,MI,0,100,100
63,WFS,0,100,100
64,DS,1,100,100
64,WRM,1,100,100
64,BS,1,100,100
64,FS,1,100,100
64,OC,1,100,100
64,WDS,0,100,100
64,WOC,0,100,100
64,FBS,0,100,100
64,FOC,0,100,100
64,SOC,0,100,100
64,EOC,0,100,100
64,SEOC,0,100,100
64,SFOC,0,100,100
64,CA,0,100,100
64,MI,0,100,100
64,WFS,0,100,100
65,DS,1,100,100
65,WRM,1,100,100
65,BS,1,100,100
65,FS,1,100,100
65,OC,1,100,100
65,WDS,0,100,100
65,WOC,0,100,100
65,FBS,0,100,100
65,FOC,0,100,100
65,SOC,0,100,100
65,EOC,0,100,100
65,SEOC,0,100,100
65,SFOC,0,100,100
65,CA,0,100,100
65,MI,0,100,100
65,WFS,0,100,100
66,DS,1,100,100
66,WRM,1,100,100
66,BS,1,100,100
66,FS,1,100,100
66,OC,1,100,100
66,WDS,0,100,100
66,WOC,0,100,100
66,FBS,0,100,100
66,FOC,0,100,100
66,SOC,0,100,100
66,EOC,0,100,100
66,SEOC,0,100,100
66,SFOC,0,100,100
66,CA,0,100,100
66,MI,0,100,100
66,WFS,0,100,100
67,DS,1,100,100
67,WRM,1,100,100
67,BS,0,100,100
67,FS,1,100,100
67,OC,0,100,100
67,WDS,0,100,100
67,WOC,0,100,100
67,FBS,1,100,100
67,FOC,1,100,100
67,SOC,0,100,100
67,EOC,0,100,100
67,SEOC,0,100,100
67,SFOC,0,100,100
67,CA,0,100,100
67,MI,0,100,100
67,WFS,0,100,100
68,DS,0,100,100
68,WRM,0,100,100
68,BS,0,100,100
68,FS,0,100,100
68,OC,0,100,100
68,WDS,1,100,100
68,WOC,1,100,100
68,FBS,0,100,100
68,FOC,0,100,100
68,SOC,0,100,100
68,EOC,0,100,100
68,SEOC,0,100,100
68,SFOC,0,100,100
68,CA,0,100,100
68,MI,0,100,100
68,WFS,0,100,100
69,DS,0,100,100
69,WRM,0,100,100
69,BS,0,100,100
69,FS,0,100,100
69,OC,0,100,100
69,WDS,1,100,100
69,WOC,1,100,100
69,FBS,0,100,100
69,FOC,0,100,100
69,SOC,0,100,100
69,EOC,0,100,100
69,SEOC,0,100,100
69,SFOC,0,100,100
69,CA,0,100,100
69,MI,0,100,100
69,WFS,0,100,100
70,DS,1,100,100
70,WRM,1,100,100
70,BS,1,100,100
70,FS,1,100,100
70,OC,1,100,100
70,WDS,0,100,100
70,WOC,0,100,100
70,FBS,0,100,100
70,FOC,0,100,100
70,SOC,0,100,100
70,EOC,0,100,100
70,SEOC,0,100,100
70,SFOC,0,100,100
70,CA,0,100,100
70,MI,0,100,100
70,WFS,0,100,100
71,DS,1,100,100
71,WRM,1,100,100
71,BS,1,100,100
71,FS,1,100,100
71,OC,1,100,100
71,WDS,0,100,100
71,WOC,0,100,100
71,FBS,0,100,100
71,FOC,0,100,100
71,SOC,0,100,100
71,EOC,0,100,100
71,SEOC,0,100,100
71,SFOC,0,100,100
71,CA,0,100,100
71,MI,0,100,100
71,WFS,0,100,100
72,DS,1,100,100
72,WRM,1,100,100
72,BS,1,100,100
72,FS,1,100,100
72,OC,1,100,100
72,WDS,0,100,100
72,WOC,0,100,100
72,FBS,0,100,100
72,FOC,0,100,100
72,SOC,0,100,100
72,EOC,0,100,100
72,SEOC,0,100,100
72,SFOC,0,100,100
72,CA,0,100,100
72,MI,0,100,100
72,WFS,0,100,100
73,DS,1,100,100
73,WRM,1,100,100
73,BS,1,100,100
73,FS,1,100,100
73,OC,1,100,100
73,WDS,0,100,100
73,WOC,0,100,100
73,FBS,0,100,100
73,FOC,0,100,100
73,SOC,0,100,100
73,EOC,0,100,100
73,SEOC,0,100,100
73,SFOC,0,100,100
73,CA,0,100,100
73,MI,0,100,100
73,WFS,0,100,100
74,DS,1,100,100
74,WRM,1,100,100
74,BS,0,100,100
74,FS,1,100,100
74,OC,0,100,100
74,WDS,0,100,100
74,WOC,0,100,100
74,FBS,1,100,100
74,FOC,1,100,100
74,SOC,0,100,100
74,EOC,0,100,100
74,SEOC,0,100,100
74,SFOC,0,100,100
74,CA,0,100,100
74,MI,0,100,100
74,WFS,0,100,100
75,DS,0,100,100
75,WRM,0,100,100
75,BS,0,100,100
75,FS,0,100,100
75,OC,0,100,100
75,WDS,1,100,100
75,WOC,1,100,100
75,FBS,0,100,100
75,FOC,0,100,100
75,SOC,0,100,100
75,EOC,0,100,100
75,SEOC,0,100,100
75,SFOC,0,100,100
75,CA,0,100,100
75,MI,0,100,100
75,WFS,0,100,100
76,DS,0,100,100
76,WRM,0,100,100
76,BS,0,100,100
76,FS,0,100,100
76,OC,0,100,100
76,WDS,1,100,100
76,WOC,1,100,100
76,FBS,0,100,100
76,FOC,0,100,100
76,SOC,0,100,100
76,EOC,0,100,100
76,SEOC,0,100,100
76,SFOC,0,100,100
76,CA,0,100,100
76,MI,0,100,100
76,WFS,0,100,100
